"(Não Modificar) Análise do Imóvel","(Não Modificar) Soma de Verificação da Linha","(Não Modificar) Data de Modificação","Proposta","Data de Modificação","Considerar na Garantia","Valor Médio de Mercado","Valor do M2 de Mercado","Valor Médio de Venda Forçada","Valor do M2 de Venda Forçada","Quantidade de Amostras","Mensagem"
"d67c48fe-574e-ea11-a812-000d3ac0a0b3","6OkIlFi6Lk26Pfv20EymmCx3Vsq9zTAOLwdNeoo6SW6KN0QERhp9HvN6f2pXmNN/PTFwjmqj1M9F20Xd6HzBDg==",24/03/20 13:54,"PRO-04754-K9S5R2",24/03/20 10:54,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"b615a0c7-834e-ea11-a812-000d3ac0a0b3","CULkhg2Tf9LMnBKPb4P7OAFZmb3w9rxTKxkq1eWoM2zMqAPZN4+1z133aT54E4cWlD0QazopFsHc4tUyKOXvnA==",27/02/20 13:55,"PRO-04759-F1N2Y8",27/02/20 10:55,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"424ba4e3-164f-ea11-a812-000d3ac0a0b3","QLMmFbbv+7r/WqQeO5vm7lrqXOFLykiqtf1llgpLJNGCyCc4ZPmcjBrtSudA5TabGvqm6NnxiBrYE5UpUYBE1w==",17/02/20 18:30,"PRO-04624-Q4P2D7",17/02/20 15:30,"Não","373353,73","10980,99","373353,73","10980,99",14,
"e84aa382-254f-ea11-a812-000d3ac0a0b3","FogMx0+60lqa9jn674DepwY241x1OREQhwrL5iwf4NuiARxwCv8bfBSXDOGeoT/l8DzIBr0mUXXxFrxAxEnNlA==",27/02/20 20:41,"PRO-04553-F7J4B3",27/02/20 17:41,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"573e109b-584f-ea11-a812-000d3ac0a0b3","XYGTW3e7GkcBL3qkwYH9MsM/p4yOn3/mfSXJ4aJDI63nqzJp5Q/e6cMmqEh7Z9LxUjpgBLgO00/KSWNw1Li1pA==",02/03/20 18:44,"PRO-04240-P4K9J1",02/03/20 15:44,"Não","694318,88","4723,26","694318,88","4723,26",24,
"8243b4f5-7653-ea11-a812-000d3ac0a0b3","BDnXRrCOiEOr14mlWHfcklAf65uCU9/zUoi+/ErLQsTLiVfXSIfH8QaAI/9pwDowawtbiWh90+9GRBYcxJi5qg==",28/02/20 13:47,"PRO-05017-G0P0J3",28/02/20 10:47,"Não","0,00","0,00","0,00","0,00",108,
"5c79d625-7967-ea11-a812-000d3ac0a0b3","AsGLuAsCOHp12C0TnLiwlx/fVUbxzTc1oe16Rm+Ptfql+x7a4Zn2aTtuSjAHs8yjqiN8zQUO2jHhgTMWeAHvLw==",26/03/20 19:05,"PRO-05328-J7M8N2",26/03/20 16:05,"Não","230794,10","4710,08","230794,10","4710,08",117,
"af38145e-7c67-ea11-a812-000d3ac0a0b3","+eLHYUSCEGC7V3jlXNUWF/HY1TVC7qSJLOjfsOajX/gofilFvhNCNbUjNOZ0Ac2qOK2bGiZxkSoEvzWIxPDdqw==",17/03/20 17:57,"PRO-05384-K8K2F3",17/03/20 14:57,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"1e1fb7ba-aa67-ea11-a812-000d3ac0a0b3","iHy+PUmOQ93iGVjV3emTL+WjYXXyFgCODMYwcRexXJiizyy5XbvAMRSqU+ehWHRpZ4gUt7PczRfnH1dTwNkK/A==",31/03/20 19:05,"PRO-05379-M2V0R6",31/03/20 16:05,"Não","661901,61","3804,03","661901,61","3804,03",1,
"12882777-4968-ea11-a812-000d3ac0a0b3","0T3+moGj4rnlbhXSiRxRhd9+bksDZmqwUpxIRPwqM8+O6ewvxj+AIcmRKJJpQMEiyJOV2UInikqGPDc+uo1dLw==",17/03/20 12:19,"PRO-05373-T3S9T8",17/03/20 09:19,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"3f882777-4968-ea11-a812-000d3ac0a0b3","OyHttbbGjTvku+K/ZVhYn63C0gM503hUDKidZtF+pW+WvoaeOjoWYZnC5yxoN3x4zsG+yWeXKH8KLSNTNa1S+A==",17/03/20 12:19,"PRO-05373-T3S9T8",17/03/20 09:19,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"3ac0d31c-2c69-ea11-a812-000d3ac0a0b3","+Q0fK4wi23RuJ8T540f5ppUXlonkpx6iqe7oPORtBX/XTlY6i9TIt5c+eujFR4xiz7Lik1aiw+7a3QhHIesBrQ==",19/03/20 14:42,"PRO-05375-J6C7Z0",19/03/20 11:42,"Não","10531883,20","20610,34","10531883,20","20610,34",32,
"98f0def8-3c69-ea11-a812-000d3ac0a0b3","NnNJEmHFo+bRN3VIZBn55y8E+/2R7r856Ci1vDXi5l+mpigVo6c5hLFaaJKmNgJ2Ar5JHjHb4hL9fPv+2icaBg==",23/03/20 18:39,"PRO-05359-V4L3Q2",23/03/20 15:39,"Não","471006,80","6038,55","471006,80","6038,55",94,
"7cf0ff94-4669-ea11-a812-000d3ac0a0b3","H7nAhpu9bqWLrtEGz3XlAj+vwr8jmCSD3aFXW/NiWXypypoq/ZfAeK8Cmk61hG9RCMTbuunXhHD4wtXP3S1IVA==",23/03/20 21:26,"PRO-05347-M6B7G0",23/03/20 18:26,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"7cee94bf-6769-ea11-a812-000d3ac0a0b3","D6w41sGx8g6M9VSz5vcB//HiCewlKxbr1cU8op0lESJdnGvyiFyMuWRnwPAp5+8eo2LCSr3yzV4/8lV8VflOpA==",26/03/20 15:24,"PRO-05417-D3B8P2",26/03/20 12:24,"Não","1594610,47","7248,23","1594610,47","7248,23",22,
"65703b08-e969-ea11-a812-000d3ac0a0b3","6WK7sAhBhmAksw9jwmeiv4bZ9FBNgocZ7y457gYDCd3Gh77hTA0HkHwWWSC5zUvXXXLciZcBStyz1pAkkGvQIg==",30/03/20 21:32,"PRO-05438-Q6M7T6",30/03/20 18:32,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"d9682767-0b6a-ea11-a812-000d3ac0a0b3","8kiHJk21teoFGkU0vy5dRbxPMwKfHoCJehz0P3kW+TN8Uep9GYM1CPGL2jQdPs8MFnCWIkOJG77dzX2++FzDeA==",19/03/20 20:32,"PRO-05428-J5J3K6",19/03/20 17:32,"Não","1611761,79","4553,00","1611761,79","4553,00",7,
"b837363a-136a-ea11-a812-000d3ac0a0b3","uBRJ2IYpzyTRfY79OFRWCFo4TFCiKRVk9Ip6GQzXnYaSeaueiu27QTt40wrq0zQcqhu+GqTq6ssNJ35+o5t9WA==",20/03/20 12:16,"PRO-05029-D0S1S9",20/03/20 09:16,"Sim","213435,71","9927,24","213435,71","9927,24",22,
"c1bc907b-ab6a-ea11-a812-000d3ac0a0b3","JuRARmlcfeJJ7makdUHfPWd9C9OD8cbg2Uk67IJhBkvJoX29YDnf8ykQMrkgMTPJdAEIPUVCCThnRxu6HadHTA==",06/04/20 12:16,"PRO-05095-G1Q7N3",06/04/20 09:16,"Não","510229,08","6458,60","510229,08","6458,60",10,
"effb229f-b86a-ea11-a812-000d3ac0a0b3","2hF3vMdI7Nn+bSAVaudDh9CYSem+KSeR2llWmCrN5bc2CTz1qFuB+zrdDv/6s70xpprYw9Hap1dNfazlzMCjgQ==",26/03/20 17:03,"PRO-05462-S7C0F1",26/03/20 14:03,"Não","999768,66","8062,65","999768,66","8062,65",45,
"3aaba7ff-36f7-e911-a813-000d3ac0a0b3","3aYnl182M6dcq7EAwVEMtl/eVDFhqslNW/fJDqNhLqweIvVUQc+XqMUvUTSc8ENInVDojfDs64SOXmEGF0KUFQ==",01/11/19 14:26,"PRO-01928-Y6N1B7",01/11/19 11:26,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"277ea6c9-3bf7-e911-a813-000d3ac0a0b3","8atnp9NAahpF/7yI70NOU0Mvlk5gogIxrNaTAGXCnN6k0aePeOh+beg8vm+MygR/quTUPk9I56lPY2eK85AjYQ==",09/01/20 18:06,"PRO-02124-G7M3Q9",09/01/20 15:06,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"f1dd0062-61fa-e911-a813-000d3ac0a0b3","e5j939W5uqDajYa0ssnulZ0xHvsfjbCTZ9GgI3raKbtZzm2e1Md9AkfupAn5CormKsVmg6ETCHTUSHlA6Z9prg==",11/11/19 12:37,"PRO-01653-Z4H2R3",11/11/19 09:37,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"fab3baf7-9930-ea11-a813-000d3ac0a0b3","mg0mgYugLsoRlmzZBB2+IQ7j87HXP4J8xsypS+H9wkQ0dukwhHxt7qMaQxB74S3ite8uhBhRknBXmOMV724mzQ==",06/01/20 20:18,"PRO-02321-G0G8Y6",06/01/20 17:18,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"6495affd-c530-ea11-a813-000d3ac0a0b3","lzjn5FlTWq+Q9rPMrKveUbF3OnB14gFekmcyO+EI2PYgZnyoGVx/EX5vVO8Z0fF104Ydf9ILgMWRe1Y1SL1O6Q==",20/03/20 18:16,"PRO-03198-Z9S0H7",20/03/20 15:16,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"ff95affd-c530-ea11-a813-000d3ac0a0b3","m3mCot2PX5NRS2ug6YA5vaDYSuHSipHt+vyuSyqyGc6F/j8LeG7Gx3f7cpLWBZRInD2tYHmtfjR363KMMpyTpQ==",20/03/20 18:16,"PRO-03198-Z9S0H7",20/03/20 15:16,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"4196affd-c530-ea11-a813-000d3ac0a0b3","Zlu1RqYUQSlAeCZe/g8027+5Ys5VqcAf6ilfN8L4zXasq7LvDpnCRjqzycoTe1m1M4e86Nlx8JXk181PsDnSRA==",20/03/20 18:16,"PRO-03198-Z9S0H7",20/03/20 15:16,"Não","370870,56","4522,81","370870,56","4522,81",98,
"d35442c2-4631-ea11-a813-000d3ac0a0b3","M1F0WQfUMIalQEBChWKxJE8wDDF2xNIe1DI8XKjeHLEKfYDXWo9V5lKDxqavFDSqsyEyjZkp+prLS9mSnQlklQ==",14/01/20 12:05,"PRO-03260-J1S3Z4",14/01/20 09:05,"Não","208340,47","4085,11","208340,47","4085,11",63,
"502b4663-8131-ea11-a813-000d3ac0a0b3","7iK6ut18EDtHPKB+G4/AXzPzDnyKuZtPTG4Y01nlfZJ3oJQENiW6UHdlUiWp43ygi1zdqonXQPN51HTMLrn4zg==",17/01/20 18:01,"PRO-03327-X4S8N9",17/01/20 15:01,"Não","504333,33","4034,67","504333,33","4034,67",3,
"0872cc0e-8c31-ea11-a813-000d3ac0a0b3","kbQXj2WpbGWmIxqV5VQw+21jJpveWGUwiOEyDyb4Cv6vxpSvKtFtgfypPJN+jVkQoyRV3WBRVqQwx1yXIYl7OA==",17/02/20 18:09,"PRO-03205-N4P6B3",17/02/20 15:09,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"168d2622-9031-ea11-a813-000d3ac0a0b3","i5lLlStxkOiyNoEfZ99LOCWARv41WNR/ROF/Xx4oxAuIGcCx7bdMQ+2w1hm4qhlr64T+Wq1sTGa/gT8adoYpHQ==",21/01/20 13:18,"PRO-03329-R5L0P6",21/01/20 10:18,"Não","393254,56","6554,24","393254,56","6554,24",143,
"54f95288-4432-ea11-a813-000d3ac0a0b3","4QYtUphdQS/wIPSctFag+OTyIKKThh1vuSzAK3GWP/bHWrbV4VjtOEIUZxaclIFcoQKc9Gqafy1O3uJVN/PGyg==",21/01/20 19:53,"PRO-03110-Q9V5Q8",21/01/20 16:53,"Não","845500,00","3843,18","845500,00","3843,18",71,
"db13053e-6e32-ea11-a813-000d3ac0a0b3","RZcvM5Vqvo6x73OM6VcFpH+KMKDVy8HrLwYctD+XFuk/Gqrpwba5805AaSaGQXCwFqfOt8smahTP2229CGPZdQ==",08/01/20 23:26,"PRO-03363-L5G7N9",08/01/20 20:26,"Não","203068,93","2446,61","203068,93","2446,61",32,
"d6ff3a27-f432-ea11-a813-000d3ac0a0b3","DqBTZq0uDQ4PrRAub/cUZ9IuqukOQfz1Z9deBgj5KvBozJGebpIfaVYrs761k1eR31COZ/HRCsPIXHoLD1btKQ==",29/01/20 11:50,"PRO-03382-V6L9D3",29/01/20 08:50,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"e2ff3a27-f432-ea11-a813-000d3ac0a0b3","bH76UXc2UnRgElMmHK20IpJDArRath4NGDm7rnEbEQ1UWHTk3BBY44E7yAz97EL/AfMo7m3I53BE10Koy6fRpA==",29/01/20 11:50,"PRO-03382-V6L9D3",29/01/20 08:50,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"34afa567-1d33-ea11-a813-000d3ac0a0b3","fA1fqbv32tWfskUxTmB2vA8LXNQyJxIzTZr9evS3MtN8TDeOR5a9ONkj1rAp4dPtQprvSY3P+2wCTj6vbFonig==",16/01/20 13:28,"PRO-03393-F8K0V3",16/01/20 10:28,"Não","389537,80","2007,93","389537,80","2007,93",1,
"31978ab6-d133-ea11-a813-000d3ac0a0b3","34yo1iDTbp3mCZ2oQILml+4mea0j7NdSABlHixfKPYtF9mc+wkasXVab+BohNSLYwsp+U14HOXuAF1B/AM62CQ==",20/01/20 19:28,"PRO-03425-T9Q1D0",20/01/20 16:28,"Não","4270589,03","11929,02","4270589,03","11929,02",206,
"f9424976-e133-ea11-a813-000d3ac0a0b3","IhKYhasyLkCv6CcGLOdzbBMV4nn43PVJt8xj1fBEDe49Nfi1oW2TxwW0PKArNEmxYZ3dgJbHFtfTdpKE/PQFrg==",14/01/20 00:45,"PRO-03427-S1Q2T9",13/01/20 21:45,"Não","146210,04","2436,83","146210,04","2436,83",28,
"df74e035-e433-ea11-a813-000d3ac0a0b3","klIS7PZL1C6WUflt6picHskczP35Bgff/fc7RidhA6bFaW4KbUymK9ptvXBvK9pW0n0lORNerAZu9auz176Uyg==",21/01/20 13:43,"PRO-03358-M8L3Z3",21/01/20 10:43,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"c5284f79-5636-ea11-a813-000d3ac0a0b3","saotOBFNLTkFzX+SPJzINcH6NkSUJUPihA7OHcbj8Ty6/TmcH5lvuYXtRXqw62HvD7uIDkhsJVZ14YYP+yb8fQ==",24/01/20 13:40,"PRO-03438-D6V1H9",24/01/20 10:40,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"0e056a8b-6436-ea11-a813-000d3ac0a0b3","O5rHPUyHdnO4Xs/dIrGKZZlBneUS7Alx0lD9E5fclHAVEmsK3Rxj4bFuzjuRnQZEh0A9H/wSDCkMZH7k/aqQvQ==",15/01/20 10:50,"PRO-03547-B4G7N1",15/01/20 07:50,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"e6f91269-db36-ea11-a813-000d3ac0a0b3","Zh7hxmsNlgSYFnfq0tVoaH71KVXPDq545DMbc9sK3x/0xNhIPQxDIkzp6w1mOqYOQU9NWubXXHoIAhMqQouLXw==",21/03/20 12:47,"PRO-03571-H5W7B5",21/03/20 09:47,"Não","554633,17","2061,83","554633,17","2061,83",1,
"973ca73c-0137-ea11-a813-000d3ac0a0b3","lqNGVko0/2fGju60bEXWUOVHQVteIvHTtJwXjPtFeKlXyX1jHsxx5mjSMA2oflKduxdyIlPH8z3K0dNYeHBDbA==",21/01/20 15:10,"PRO-03583-V4T2M2",21/01/20 12:10,"Não","1405641,47","8125,10","1405641,47","8125,10",132,
"a81faecd-0837-ea11-a813-000d3ac0a0b3","NnEIFJF4Pmki/iLTK9H9I/CnxA2wJHYctdVFVpfXkkyFL/DEVRk96tklzP+RXaTSwwH0+9SUEnS27cBEMANkMg==",20/01/20 16:09,"PRO-03585-L4V7M3",20/01/20 13:09,"Não","736078,63","8088,78","736078,63","8088,78",49,
"7f0d58e3-5c38-ea11-a813-000d3ac0a0b3","Yyw37djR8PL/4TwKjbiIPeIBkVd2Kot4pNv+crC2ewOSAx1Y8WvsA3x1J0pnSQlXOaB5TSbiGzV1m8rhBmJRmQ==",16/01/20 12:37,"PRO-03669-K0K4N2",16/01/20 09:37,"Não","799027,40","6658,56","799027,40","6658,56",7,
"1f89a135-2939-ea11-a813-000d3ac0a0b3","hTN8OhEVAMO7y1vEeAp+3fW/nx/kWKoeWO+aI2D5skAIxnEkhcyMQ1k65Jn+uJpYdsvsSQYK2q7N5q5pfttbhw==",05/03/20 14:10,"PRO-03750-N1C6S8",05/03/20 11:10,"Não","823122,86","10552,86","823122,86","10552,86",9,
"c8c0122f-3639-ea11-a813-000d3ac0a0b3","OY45lNN2dw+/giwnX+vPaSHAt4LOAwW72c4aUCsc5IYggFTQRNjO/HZqGiRZW1dNzNbZLFjlnVBswwplgMwA6A==",03/03/20 22:43,"PRO-03754-L5N8H5",03/03/20 19:43,"Não","571205,08","7418,25","571205,08","7418,25",98,
"91fcadce-4639-ea11-a813-000d3ac0a0b3","DPrS6vQy/1k4BQ7PkmbB29sGQLqYrniFBf/gbt8Ksom+7HXyHz30uQK9EALuA6R8BhMXrMZYZWKfwHdMZS9cuQ==",05/03/20 12:50,"PRO-03755-G6L8K7",05/03/20 09:50,"Não","657434,21","9005,95","657434,21","9005,95",11,
"4365d1ab-4d39-ea11-a813-000d3ac0a0b3","kNcKgQKwWxTC8CJjYnbCP7PhP10BzK6kEU1GTQQxjS9+gL1gqNy9Vjp8KkiKRq8AqMzsR0DHjhdunroHnkKD8g==",06/02/20 13:16,"PRO-03762-S3D8R0",06/02/20 10:16,"Não","667958,76","6422,68","667958,76","6422,68",22,
"91fc796f-5b39-ea11-a813-000d3ac0a0b3","7eqm7ZIimWVWc/GKsBDORG1Nqntwdh5hzXByOuw5gB/T0bWQNWNXzXK7Gnn7GtV1qijRn72NTBf05Psgt8tDAA==",17/01/20 18:59,"PRO-03784-D1J8V2",17/01/20 15:59,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"9e521162-8c1a-ea11-a810-000d3ac0acc2","7To2qtFAfHGFBEfueWkTZn+gjG/cF7fjh3y3moGKQAiLGoEIHbtCh8gPSe66IpcC1xqDSXFLc9PHa3FYvbwlfg==",09/12/19 14:01,"PRO-02956-C1R0Z4",09/12/19 11:01,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"0d1b82a1-6c1b-ea11-a810-000d3ac0acc2","otX7Q9idKcScBctSRSYK8MVeMzwxz5Sln6XzUilZF2H8g6fYSY6oi8fsvqGlDGNNVXq5W2vszDsEd3UjzDCJ8Q==",24/03/20 11:55,"PRO-02863-S7Q6C5",24/03/20 08:55,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"bd4c0ad2-851b-ea11-a810-000d3ac0acc2","HMiUCReabdr1kkL+JKgRoH4PYDa7KcuUMX9HrdV3/FTLIccDTi0fJrU6jrCULX1AT7TfhPrVBf6Zrm07FEfH+g==",16/12/19 20:59,"PRO-02983-M3Y0F9",16/12/19 17:59,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"e6d4367e-871b-ea11-a810-000d3ac0acc2","N2GScflLVOmxmbB0n2P88jTTx3QBpsTldiFm/sNMDkNcT5n5ox/CLgF18w3d+/CNmxJlYz1ov7aak1eBFoiinA==",09/01/20 18:44,"PRO-02557-Q5F9Q6",09/01/20 15:44,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"72257255-941b-ea11-a810-000d3ac0acc2","kCLtNcXquMnB+llXF6PugwTHAsh6jH6wguaM0JnJ52xhBu6fjjiYMrinUWb2AU+7lHuBRoxAS9b9bCsn06zv0A==",06/01/20 13:24,"PRO-02866-R2Y0T4",06/01/20 10:24,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"e6e19ece-981b-ea11-a810-000d3ac0acc2","Eciejc+zf9NuAjDhx/1ptYc/mtyiz0zgbNJq/FfKdb9Q2GxW8ySMuGazUfOUQEqTVcXrjiFywy6hFYV/dCtIew==",06/02/20 13:11,"PRO-02986-P9H6Q7",06/02/20 10:11,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"0ee29ece-981b-ea11-a810-000d3ac0acc2","DuLk3jtiYQXDV4BHMac9Zlb58OlDXa5xA71Z1ydCBC90nXjdx8YcMwTtoGvRJ4xBUkbw1V7HlJnqzuD9E6AP+A==",06/02/20 13:11,"PRO-02986-P9H6Q7",06/02/20 10:11,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"6d2fdebf-9f1b-ea11-a810-000d3ac0acc2","KggP1j0YlqWnG/naVO1Xn0MaW+CnD13qTFQRvw7gdl0FwnJqg/XjQAdcWqKjXNQIziKgpt6+KrjHHGLVbBvZrQ==",12/12/19 15:18,"PRO-02991-Z6W3N5",12/12/19 12:18,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"56acaba5-ac1b-ea11-a810-000d3ac0acc2","G9LhG95eHocwyuQpw31rw1ODWBRsjOddbo+f0vJr41NJTfmBKzIj3dbd7lHjvjnNOvte+LhABsXzL1UUsZdmZA==",06/01/20 18:49,"PRO-02997-Y7X8V6",06/01/20 15:49,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"d7099706-ddff-e911-a811-000d3ac0acc2","RPiA6TmyCPbTyspBxB9+OLDI3cT5A9z9t8h2OV7+F8Y+cKoKMfWsLDAd4oxr2e6uUOJklX6qmrf9e3IGKEebHw==",23/01/20 18:35,"PRO-02356-W3K5Z4",23/01/20 15:35,"Não","371050,54","5708,47","371050,54","5708,47",70,
"804e0663-9c01-ea11-a811-000d3ac0acc2","DRLY/NIzI3TFSri/StgJjikOUTwdpBnPaTCkGrYAybQs6AhJVQzUHJ6HmNFDl1J1q9MLUTcQcWRm+/e9VgVtSg==",21/11/19 17:29,"PRO-02349-M6H1N7",21/11/19 14:29,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"db9a5ed8-3802-ea11-a811-000d3ac0acc2","hgZsurdDfIKYiRtTxsecYFidGB9aojb56vOPJEkB9nY17wXc/jl8aUFlGLWflHHArIdwXzpTwyE2YmIbNqbr1Q==",27/01/20 20:22,"PRO-02114-J1B0S9",27/01/20 17:22,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"66ca2da2-6a02-ea11-a811-000d3ac0acc2","o2HAMRaNAsQgiSLY8ms0kyfA+3imLqmH4a/RVt/PICBb3S3b+Zy65hQs9QLAFhjd42XmVxHnxrefaPlcpxJr/g==",09/01/20 20:26,"PRO-02517-Y0J3P9",09/01/20 17:26,"Não","1423428,59","4313,42","1423428,59","4313,42",2,
"60c60cb4-a704-ea11-a811-000d3ac0acc2","320U700Am8bGH8RWLU6CMZvf3UKacgAjjOROdAzKPLrrO2IBlCa431XozAAhcU+3kEzU99sY6PJRj5CYhOX9BQ==",25/03/20 10:59,"PRO-02544-H9K0D4",25/03/20 07:59,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"532ae293-7d05-ea11-a811-000d3ac0acc2","vrN+1R4bYEsDCbDb+ApfyPj0R5jMGC/ZRWA/868IMRI08pJ4YQRqSeje5pAIWZ+fTlTneOK55UmKTSN1/iv6iw==",04/12/19 13:22,"PRO-02552-J1Z0W9",04/12/19 10:22,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"11e6445a-4606-ea11-a811-000d3ac0acc2","CN3pPAbaXEGCh4dNNyzjSpVU+h70HuQq4xFZMVBoOg3/7l2sLoXhm2Xt1rJHTZJeQCI0Ru7FrMBZd/IYTFD2AQ==",19/11/19 20:57,"PRO-02584-Z9Y4T4",19/11/19 17:57,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"b378247c-5e06-ea11-a811-000d3ac0acc2","ggKQ1ghjG7s3Wi6Mv8/+/7N8cyAw3V++t88SBZEUwvf/fLD5nNzwtnKunFsnkJHQgcCqxaY64IW3LK6be9aiyQ==",03/12/19 14:03,"PRO-02592-X2Q3Z7",03/12/19 11:03,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"ed95ce35-e406-ea11-a811-000d3ac0acc2","ePYJEUZr6tCk6gDaoHZRx7JeQ78LXiprC2ILlydC6ESew6mvnm23F7cwFC39C1pbYfIzIR3FNxOAZuvGdRUICA==",09/12/19 20:08,"PRO-02514-M0L1L1",09/12/19 17:08,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"26c1ecb3-3f0a-ea11-a811-000d3ac0acc2","Tv/IxQKrQJP7s5LaOp7DsoLFGqgwxPWgpswNlN8itLPFmMEsrWImu5BhT1RcZihTiZD4lQhzvdK30flxJMRy1Q==",18/11/19 20:12,"PRO-02005-P2S5R0",18/11/19 17:12,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"6f65ebcc-c50a-ea11-a811-000d3ac0acc2","yvGZsgYbu3wCvQJLp1COyMcHH15zDdeQt7LdkBfdYB+l4iK3/2yDM5DaXFSxvAgx+zDGq8elh3+em8B476rJlQ==",02/12/19 14:07,"PRO-02663-N3P0C4",02/12/19 11:07,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"71db90c3-8c0c-ea11-a811-000d3ac0acc2","3duYND8eEQmv7ekQcsCDwmCiPsbVWFd8mUxFbkIN/EtAPAlxMh0YkhWZ1RDZuskGQhNR71VeyFLtMMz6PBIwng==",20/02/20 11:21,"PRO-02705-T0P3Q0",20/02/20 08:21,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"621370a6-570d-ea11-a811-000d3ac0acc2","569+4lYxpquMqNOg946igUAGWb0iid9dVNXr1DtXDC0Nwer7WmZ4BExV88/Tz14TeIFbH8CnTikYbRFSN9/ATw==",02/12/19 17:05,"PRO-02700-T9V9V4",02/12/19 14:05,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"88221732-880f-ea11-a811-000d3ac0acc2","TkFeaXAIeJ5vmOeiEN1Gmz3Zo8+s1KLxnOZdYY7S8OUoAHGHZpbH3dYu1h7eo41SLX/PmTRTk1ZkM8/Gb7hwig==",06/01/20 18:53,"PRO-02751-D5Z1S9",06/01/20 15:53,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"7e41164d-a40f-ea11-a811-000d3ac0acc2","SDBR4ZRg9FX0rC5VAhZxJ7zANf46BxxTV0/RhEMSD83HF5c3rMgGtwUwLmYiPiKt/lI6XcbbIjdcck2w9+XtCQ==",03/03/20 22:46,"PRO-02708-V6V9F4",03/03/20 19:46,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"e45e9311-c40f-ea11-a811-000d3ac0acc2","2zuDY8aulwvpBjtH5bdckSyMvYDWrcxOTr3pe8EfACOPInIRkguZNUX07vavZWZA6PyQI/YgcRRf8IoCJcwbMA==",21/03/20 13:24,"PRO-02763-J4M8R2",21/03/20 10:24,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
